,team,season,opp,datetime,day_week,W/L,ot,record,home/away,team_score,opp_score,1D_gained,team_total_yards,team_pass_yards,team_rush_yards,team_turnover,1D_allowed,opp_total_yards,opp_pass_yards,opp_rush_yards,opp_turnover,offense_expected_points,defense_expected_points,sp_expected_points
259,DET,2018,NYJ,2018-09-10 19:10:00,Mon,0,0.0,0-1,HOME,17.0,48.0,20.0,339.0,300.0,39.0,5.0,18.0,349.0,180.0,169.0,2.0,-16.54,-4.69,-10.55
260,DET,2018,SFO,2018-09-16 16:05:00,Sun,0,0.0,0-2,AWAY,27.0,30.0,25.0,427.0,329.0,98.0,1.0,23.0,346.0,156.0,190.0,0.0,8.22,-10.3,-4.49
261,DET,2018,NWE,2018-09-23 20:20:00,Sun,1,0.0,1-2,HOME,26.0,10.0,25.0,414.0,255.0,159.0,1.0,12.0,209.0,120.0,89.0,1.0,13.69,5.39,-2.81
262,DET,2018,DAL,2018-09-30 13:00:00,Sun,0,0.0,1-3,AWAY,24.0,26.0,18.0,382.0,286.0,96.0,0.0,26.0,414.0,231.0,183.0,0.0,17.1,-18.17,-0.37
263,DET,2018,GNB,2018-10-07 13:00:00,Sun,1,0.0,2-3,HOME,31.0,23.0,18.0,264.0,170.0,94.0,0.0,30.0,521.0,423.0,98.0,3.0,4.76,-20.46,25.94
264,DET,2018,MIA,2018-10-21 13:00:00,Sun,1,0.0,3-3,AWAY,32.0,21.0,24.0,457.0,209.0,248.0,0.0,19.0,322.0,215.0,107.0,0.0,22.39,-15.19,4.4
265,DET,2018,SEA,2018-10-28 13:00:00,Sun,0,0.0,3-4,HOME,14.0,28.0,21.0,331.0,297.0,34.0,3.0,20.0,413.0,237.0,176.0,0.0,11.09,-14.29,-8.88
266,DET,2018,MIN,2018-11-04 13:00:00,Sun,0,0.0,3-5,AWAY,9.0,24.0,18.0,209.0,143.0,66.0,1.0,17.0,283.0,155.0,128.0,2.0,-16.2,-1.94,2.99
267,DET,2018,CHI,2018-11-11 13:00:00,Sun,0,0.0,3-6,AWAY,22.0,34.0,24.0,305.0,229.0,76.0,3.0,20.0,402.0,348.0,54.0,0.0,-0.42,-21.9,15.4
268,DET,2018,CAR,2018-11-18 13:00:00,Sun,1,0.0,4-6,HOME,20.0,19.0,20.0,309.0,215.0,94.0,0.0,20.0,387.0,331.0,56.0,1.0,3.68,-11.72,12.13
269,DET,2018,CHI,2018-11-22 12:30:00,Thu,0,0.0,4-7,HOME,16.0,23.0,17.0,333.0,222.0,111.0,2.0,19.0,264.0,226.0,38.0,1.0,-2.71,-1.31,-0.91
270,DET,2018,LAR,2018-12-02 13:00:00,Sun,0,0.0,4-8,HOME,16.0,30.0,23.0,310.0,208.0,102.0,2.0,24.0,344.0,195.0,149.0,2.0,-5.26,-6.09,-1.34
271,DET,2018,ARI,2018-12-09 16:25:00,Sun,1,0.0,5-8,AWAY,17.0,3.0,16.0,218.0,96.0,122.0,1.0,22.0,279.0,218.0,61.0,1.0,-6.04,13.32,3.13
272,DET,2018,BUF,2018-12-16 13:00:00,Sun,0,0.0,5-9,AWAY,13.0,14.0,14.0,313.0,208.0,105.0,0.0,20.0,312.0,195.0,117.0,0.0,4.83,-6.53,0.58
273,DET,2018,MIN,2018-12-23 13:00:00,Sun,0,0.0,5-10,HOME,9.0,27.0,17.0,223.0,137.0,86.0,0.0,16.0,340.0,240.0,100.0,0.0,-15.37,-1.34,-0.27
274,DET,2018,GNB,2018-12-30 13:00:00,Sun,1,0.0,6-10,AWAY,31.0,0.0,25.0,402.0,272.0,130.0,0.0,9.0,175.0,129.0,46.0,1.0,15.11,17.16,-1.18
275,DET,2019,ARI,2019-09-08 16:25:00,Sun,2,1,0-0-1,AWAY,27.0,27.0,23.0,477.0,361.0,116.0,2.0,21.0,387.0,275.0,112.0,1.0,7.02,3.5,-9.8
276,DET,2019,LAC,2019-09-15 13:00:00,Sun,1,0,1-0-1,HOME,13.0,10.0,19.0,339.0,245.0,94.0,2.0,21.0,424.0,287.0,137.0,2.0,8.62,-5.86,0.56
277,DET,2019,PHI,2019-09-22 13:00:00,Sun,1,0,2-0-1,AWAY,27.0,24.0,16.0,287.0,201.0,86.0,0.0,22.0,373.0,246.0,127.0,2.0,1.07,0.31,3.8
278,DET,2019,KAN,2019-09-29 13:00:00,Sun,0,0,2-1-1,HOME,30.0,34.0,29.0,447.0,261.0,186.0,2.0,29.0,438.0,315.0,123.0,3.0,1.27,-17.08,13.41
279,DET,2019,GNB,2019-10-14 20:15:00,Mon,0,0,2-2-1,AWAY,22.0,23.0,13.0,299.0,243.0,56.0,0.0,22.0,447.0,277.0,170.0,3.0,-0.7,-4.03,4.66
280,DET,2019,MIN,2019-10-20 13:00:00,Sun,0,0,2-3-1,HOME,30.0,42.0,26.0,433.0,352.0,81.0,1.0,32.0,504.0,338.0,166.0,0.0,18.28,-35.6,2.59
281,DET,2019,NYG,2019-10-27 13:00:00,Sun,1,0,3-3-1,HOME,31.0,26.0,17.0,375.0,316.0,59.0,2.0,24.0,370.0,290.0,80.0,1.0,7.67,-6.34,5.39
282,DET,2019,LVR,2019-11-03 16:05:00,Sun,0,0,3-4-1,AWAY,24.0,31.0,26.0,473.0,383.0,90.0,2.0,25.0,450.0,279.0,171.0,0.0,13.92,-16.79,-4.07
283,DET,2019,CHI,2019-11-10 13:00:00,Sun,0,0,3-5-1,AWAY,13.0,20.0,21.0,357.0,259.0,98.0,1.0,13.0,226.0,145.0,81.0,0.0,-6.77,0.41,2.1
284,DET,2019,DAL,2019-11-17 13:00:00,Sun,0,0,3-6-1,HOME,27.0,35.0,19.0,312.0,191.0,121.0,0.0,26.0,509.0,434.0,75.0,1.0,7.7,-22.23,6.35
285,DET,2019,WAS,2019-11-24 13:00:00,Sun,0,0,3-7-1,AWAY,16.0,19.0,21.0,364.0,189.0,175.0,4.0,13.0,230.0,144.0,86.0,2.0,-8.85,13.57,-10.88
286,DET,2019,CHI,2019-11-28 12:30:00,Thu,0,0,3-8-1,HOME,20.0,24.0,19.0,364.0,259.0,105.0,1.0,22.0,419.0,331.0,88.0,1.0,6.28,-8.33,-0.13
287,DET,2019,MIN,2019-12-08 13:00:00,Sun,0,0,3-9-1,AWAY,7.0,20.0,18.0,231.0,161.0,70.0,2.0,22.0,354.0,234.0,120.0,0.0,-7.27,-3.77,0.3
288,DET,2019,TAM,2019-12-15 13:00:00,Sun,0,0,3-10-1,HOME,17.0,38.0,16.0,295.0,250.0,45.0,3.0,23.0,495.0,446.0,49.0,1.0,-14.38,-13.82,7.29
289,DET,2019,DEN,2019-12-22 16:05:00,Sun,0,0,3-11-1,AWAY,17.0,27.0,13.0,191.0,95.0,96.0,0.0,25.0,348.0,198.0,150.0,0.0,-4.32,-12.95,4.08
290,DET,2019,GNB,2019-12-29 13:00:00,Sun,0,0,3-12-1,HOME,20.0,23.0,17.0,305.0,134.0,171.0,1.0,25.0,432.0,312.0,120.0,1.0,1.53,-8.54,4.01
