,team,season,opp,datetime,day_week,week,W/L,ot,record,home/away,team_score,opp_score,1D_gained,team_total_yards,team_pass_yards,team_rush_yards,team_turnover,1D_allowed,opp_total_yards,opp_pass_yards,opp_rush_yards,opp_turnover,offense_expected_points,defense_expected_points,sp_expected_points
44,CHI,2004,JAX,2004-12-12 13:03:00,Sun,14,0.0,0,5-8,AWAY,3.0,22.0,10.0,210.0,179.0,31.0,2.0,22.0,332.0,242.0,90.0,1.0,-21.83,7.52,-3.4
45,CHI,2004,HOU,2004-12-19 13:02:00,Sun,15,0.0,0,5-9,HOME,5.0,24.0,11.0,203.0,149.0,54.0,4.0,15.0,314.0,208.0,106.0,0.0,-35.62,0.1,14.84
46,CHI,2004,DET,2004-12-26 13:03:00,Sun,16,0.0,0,5-10,AWAY,13.0,19.0,16.0,229.0,105.0,124.0,1.0,17.0,314.0,156.0,158.0,1.0,-12.7,7.35,-2.02
47,CHI,2004,GNB,2005-01-02 13:03:00,Sun,17,0.0,0,5-11,HOME,14.0,31.0,17.0,246.0,136.0,110.0,1.0,17.0,387.0,327.0,60.0,0.0,-14.53,-10.59,5.04
48,CHI,2005,WAS,2005-09-11 13:06:00,Sun,1,0.0,0,0-1,AWAY,7.0,9.0,11.0,166.0,125.0,41.0,2.0,18.0,323.0,159.0,164.0,3.0,-13.86,0.64,8.42
49,CHI,2005,DET,2005-09-18 13:02:00,Sun,2,1.0,0,1-1,HOME,38.0,6.0,18.0,336.0,149.0,187.0,0.0,14.0,234.0,205.0,29.0,5.0,9.57,30.59,-3.35
50,CHI,2005,CIN,2005-09-25 13:02:00,Sun,3,0.0,0,1-2,HOME,7.0,24.0,16.0,255.0,149.0,106.0,6.0,11.0,244.0,161.0,83.0,1.0,-26.39,10.23,-3.2
51,CHI,2005,CLE,2005-10-09 13:03:00,Sun,5,0.0,0,1-3,AWAY,10.0,20.0,16.0,266.0,90.0,176.0,3.0,15.0,278.0,202.0,76.0,2.0,-22.97,11.84,0.29
52,CHI,2005,MIN,2005-10-16 13:03:00,Sun,6,1.0,0,2-3,HOME,28.0,3.0,16.0,192.0,97.0,95.0,3.0,16.0,283.0,203.0,80.0,2.0,-11.83,31.84,3.89
53,CHI,2005,BAL,2005-10-23 16:15:00,Sun,7,1.0,0,3-3,HOME,10.0,6.0,17.0,276.0,133.0,143.0,0.0,12.0,199.0,133.0,66.0,0.0,-2.55,14.81,-5.75
