,team,year,opp,dt_date,datetime,day_week,W/L,ot,record,home/away,team_score,opp_score,1D_gained,team_total_yards,team_pass_yards,team_rush_yards,team_turnover,1D_allowed,opp_total_yards,opp_pass_yards,opp_rush_yards,opp_turnover,offense_expected_points,defense_expected_points,sp_expected_points
231,JAX,2016,CHI,2016-10-16 00:00:00,2016-10-16 13:02:00,Sun,1,0.0,2-3,AWAY,17.0,16.0,20.0,317.0,263.0,54.0,2.0,22.0,389.0,297.0,92.0,0.0,-0.89,-1.48,2.46
232,JAX,2016,LVR,2016-10-23 00:00:00,2016-10-23 13:02:00,Sun,0,0.0,2-4,HOME,16.0,33.0,19.0,344.0,239.0,105.0,3.0,21.0,344.0,200.0,144.0,0.0,-4.36,-4.78,-10.08
233,JAX,2016,TEN,2016-10-27 00:00:00,2016-10-27 20:26:00,Thu,0,0.0,2-5,AWAY,22.0,36.0,27.0,370.0,322.0,48.0,1.0,25.0,494.0,280.0,214.0,0.0,10.26,-24.07,2.07
234,JAX,2016,KAN,2016-11-06 00:00:00,2016-11-06 13:00:00,Sun,0,0.0,2-6,AWAY,14.0,19.0,25.0,449.0,244.0,205.0,4.0,10.0,231.0,169.0,62.0,0.0,-2.54,13.41,-15.41
235,JAX,2016,HOU,2016-11-13 00:00:00,2016-11-13 13:00:00,Sun,0,0.0,2-7,HOME,21.0,24.0,23.0,327.0,247.0,80.0,2.0,16.0,273.0,92.0,181.0,0.0,-0.96,0.38,0.61
236,JAX,2016,DET,2016-11-20 00:00:00,2016-11-20 13:00:00,Sun,0,0.0,2-8,AWAY,19.0,26.0,16.0,285.0,202.0,83.0,3.0,14.0,277.0,263.0,14.0,2.0,-12.43,2.74,-0.09
237,JAX,2016,BUF,2016-11-27 00:00:00,2016-11-27 13:00:00,Sun,0,0.0,2-9,AWAY,21.0,28.0,20.0,301.0,118.0,183.0,0.0,15.0,304.0,151.0,153.0,0.0,5.16,-16.59,-0.68
238,JAX,2016,DEN,2016-12-04 00:00:00,2016-12-04 13:00:00,Sun,0,0.0,2-10,HOME,10.0,20.0,19.0,333.0,179.0,154.0,3.0,10.0,206.0,102.0,104.0,0.0,-22.05,11.61,0.9
239,JAX,2016,MIN,2016-12-11 00:00:00,2016-12-11 13:00:00,Sun,0,0.0,2-11,HOME,16.0,25.0,18.0,315.0,230.0,85.0,0.0,22.0,377.0,292.0,85.0,1.0,4.3,-3.81,-10.93
240,JAX,2016,HOU,2016-12-18 00:00:00,2016-12-18 13:00:00,Sun,0,0.0,2-12,AWAY,20.0,21.0,9.0,150.0,83.0,67.0,1.0,23.0,387.0,308.0,79.0,2.0,-17.26,6.2,6.51
241,JAX,2016,TEN,2016-12-24 00:00:00,2016-12-24 13:00:00,Sat,1,0.0,3-12,HOME,38.0,17.0,25.0,415.0,331.0,84.0,1.0,19.0,263.0,205.0,58.0,1.0,12.56,10.83,-3.14
242,JAX,2016,IND,2016-01-01 00:00:00,2016-01-01 13:00:00,Sun,0,0.0,3-13,AWAY,20.0,24.0,23.0,470.0,288.0,182.0,2.0,24.0,384.0,290.0,94.0,2.0,5.55,-2.15,-4.42
243,JAX,2017,HOU,2017-09-10 00:00:00,2017-09-10 13:00:00,Sun,1,0,1-0,AWAY,29.0,7.0,19.0,280.0,125.0,155.0,0.0,23.0,203.0,110.0,93.0,4.0,5.46,24.86,-6.79
244,JAX,2017,TEN,2017-09-17 00:00:00,2017-09-17 13:00:00,Sun,0,0,1-1,HOME,16.0,37.0,20.0,310.0,211.0,99.0,3.0,21.0,390.0,211.0,179.0,1.0,-5.77,-10.55,-3.7
245,JAX,2017,BAL,2017-09-24 00:00:00,2017-09-24 09:30:00,Sun,1,0,2-1,HOME,44.0,7.0,24.0,410.0,244.0,166.0,0.0,12.0,186.0,52.0,134.0,3.0,17.68,23.82,-5.55
246,JAX,2017,NYJ,2017-10-01 00:00:00,2017-10-01 13:00:00,Sun,0,1,2-2,AWAY,20.0,23.0,20.0,311.0,136.0,175.0,1.0,18.0,471.0,215.0,256.0,2.0,-9.03,6.1,0.61
247,JAX,2017,PIT,2017-10-08 00:00:00,2017-10-08 13:00:00,Sun,1,0,3-2,AWAY,30.0,9.0,15.0,313.0,82.0,231.0,1.0,21.0,371.0,301.0,70.0,5.0,4.84,18.08,-3.4
248,JAX,2017,LAR,2017-10-15 00:00:00,2017-10-15 16:05:00,Sun,0,0,3-3,HOME,17.0,27.0,19.0,389.0,220.0,169.0,1.0,12.0,249.0,107.0,142.0,1.0,1.87,10.07,-24.11
249,JAX,2017,IND,2017-10-22 00:00:00,2017-10-22 13:00:00,Sun,1,0,4-3,AWAY,27.0,0.0,23.0,518.0,330.0,188.0,2.0,15.0,232.0,136.0,96.0,0.0,14.7,17.46,-4.68
250,JAX,2017,CIN,2017-11-05 00:00:00,2017-11-05 13:00:00,Sun,1,0,5-3,HOME,23.0,7.0,26.0,408.0,259.0,149.0,1.0,8.0,148.0,119.0,29.0,0.0,10.01,6.25,1.48
251,JAX,2017,LAC,2017-11-12 00:00:00,2017-11-12 13:00:00,Sun,1,1,6-3,HOME,20.0,17.0,20.0,398.0,263.0,135.0,2.0,16.0,322.0,235.0,87.0,2.0,-4.12,10.33,-2.51
252,JAX,2017,CLE,2017-11-19 00:00:00,2017-11-19 13:00:00,Sun,1,0,7-3,AWAY,19.0,7.0,15.0,284.0,145.0,139.0,1.0,11.0,184.0,134.0,50.0,5.0,-16.55,31.09,-3.13
253,JAX,2017,ARI,2017-11-26 00:00:00,2017-11-26 16:25:00,Sun,0,0,7-4,AWAY,24.0,27.0,19.0,219.0,128.0,91.0,3.0,20.0,344.0,236.0,108.0,2.0,-9.17,2.72,1.2
254,JAX,2017,IND,2017-12-03 00:00:00,2017-12-03 13:00:00,Sun,1,0,8-4,HOME,30.0,10.0,22.0,426.0,330.0,96.0,0.0,17.0,290.0,149.0,141.0,2.0,20.26,-0.16,-2.35
255,JAX,2017,SEA,2017-12-10 00:00:00,2017-12-10 16:25:00,Sun,1,0,9-4,HOME,30.0,24.0,20.0,424.0,268.0,156.0,1.0,17.0,401.0,260.0,141.0,3.0,9.61,-3.46,2.29
256,JAX,2017,HOU,2017-12-17 00:00:00,2017-12-17 13:00:00,Sun,1,0,10-4,HOME,45.0,7.0,25.0,464.0,326.0,138.0,0.0,9.0,186.0,99.0,87.0,1.0,22.61,18.07,-2.91
257,JAX,2017,SFO,2017-12-24 00:00:00,2017-12-24 16:05:00,Sun,0,0,10-5,AWAY,33.0,44.0,32.0,472.0,380.0,92.0,3.0,26.0,369.0,238.0,131.0,1.0,7.43,-18.97,-0.92
258,JAX,2017,TEN,2017-12-31 00:00:00,2017-12-31 16:25:00,Sun,0,0,10-6,AWAY,10.0,15.0,13.0,229.0,146.0,83.0,4.0,11.0,232.0,116.0,116.0,1.0,-18.15,21.56,-10.19
259,JAX,2017,BUF,2017-01-07 00:00:00,2017-01-07 13:05:00,Sun,1,0,11-6,HOME,10.0,3.0,15.0,230.0,75.0,155.0,0.0,20.0,263.0,133.0,130.0,2.0,-6.56,12.27,5.13
260,JAX,2017,PIT,2017-01-14 00:00:00,2017-01-14 13:05:00,Sun,1,0,12-6,AWAY,45.0,42.0,22.0,378.0,214.0,164.0,0.0,28.0,545.0,462.0,83.0,2.0,20.52,-18.14,-1.71
261,JAX,2017,NWE,2017-01-21 00:00:00,2017-01-21 15:05:00,Sun,0,0,12-7,AWAY,20.0,24.0,22.0,374.0,273.0,101.0,0.0,22.0,344.0,298.0,46.0,1.0,3.55,-10.37,1.4
262,JAX,2018,NYG,2018-09-09 00:00:00,2018-09-09 13:00:00,Sun,1,0.0,1-0,AWAY,20.0,15.0,17.0,305.0,168.0,137.0,1.0,15.0,324.0,210.0,114.0,2.0,-6.03,10.37,4.61
263,JAX,2018,NWE,2018-09-16 00:00:00,2018-09-16 16:25:00,Sun,1,0.0,2-0,HOME,31.0,20.0,27.0,480.0,376.0,104.0,2.0,18.0,302.0,220.0,82.0,1.0,18.76,-2.13,-4.44
264,JAX,2018,TEN,2018-09-23 00:00:00,2018-09-23 13:00:00,Sun,0,0.0,2-1,HOME,6.0,9.0,12.0,232.0,145.0,87.0,1.0,15.0,233.0,83.0,150.0,0.0,-7.77,6.26,-2.89
265,JAX,2018,NYJ,2018-09-30 00:00:00,2018-09-30 13:00:00,Sun,1,0.0,3-1,HOME,31.0,12.0,23.0,503.0,377.0,126.0,3.0,10.0,178.0,144.0,34.0,0.0,4.35,11.57,-2.04
266,JAX,2018,KAN,2018-10-07 00:00:00,2018-10-07 13:00:00,Sun,0,0.0,3-2,AWAY,14.0,30.0,29.0,502.0,401.0,101.0,5.0,26.0,424.0,298.0,126.0,2.0,-7.23,-5.01,-2.84
267,JAX,2018,DAL,2018-10-14 00:00:00,2018-10-14 16:25:00,Sun,0,0.0,3-3,AWAY,7.0,40.0,10.0,204.0,139.0,65.0,2.0,23.0,378.0,172.0,206.0,0.0,-15.11,-11.83,-4.14
268,JAX,2018,HOU,2018-10-21 00:00:00,2018-10-21 13:00:00,Sun,0,0.0,3-4,HOME,7.0,20.0,15.0,259.0,189.0,70.0,3.0,15.0,272.0,131.0,141.0,0.0,-14.02,-0.33,-1.41
269,JAX,2018,PHI,2018-10-28 00:00:00,2018-10-28 09:30:00,Sun,0,0.0,3-5,HOME,18.0,24.0,16.0,335.0,265.0,70.0,1.0,22.0,395.0,262.0,133.0,2.0,-2.83,-10.42,5.64
270,JAX,2018,IND,2018-11-11 00:00:00,2018-11-11 13:00:00,Sun,0,0.0,3-6,AWAY,26.0,29.0,24.0,415.0,324.0,91.0,1.0,17.0,366.0,285.0,81.0,1.0,10.46,-16.89,5.81
271,JAX,2018,PIT,2018-11-18 00:00:00,2018-11-18 13:00:00,Sun,0,0.0,3-7,HOME,16.0,20.0,15.0,243.0,64.0,179.0,1.0,19.0,323.0,297.0,26.0,3.0,-12.45,2.86,3.53
272,JAX,2018,BUF,2018-11-25 00:00:00,2018-11-25 13:00:00,Sun,0,0.0,3-8,AWAY,21.0,24.0,25.0,333.0,107.0,226.0,2.0,18.0,327.0,160.0,167.0,0.0,-0.38,-7.07,2.11
273,JAX,2018,IND,2018-12-02 00:00:00,2018-12-02 13:00:00,Sun,1,0.0,4-8,HOME,6.0,0.0,11.0,211.0,132.0,79.0,1.0,19.0,265.0,224.0,41.0,2.0,-10.53,20.04,-3.31
274,JAX,2018,TEN,2018-12-06 00:00:00,2018-12-06 20:20:00,Thu,0,0.0,4-9,AWAY,9.0,30.0,17.0,255.0,195.0,60.0,1.0,21.0,426.0,162.0,264.0,1.0,-14.81,-16.52,3.2
275,JAX,2018,WAS,2018-12-16 00:00:00,2018-12-16 13:00:00,Sun,0,0.0,4-10,HOME,13.0,16.0,11.0,192.0,20.0,172.0,2.0,16.0,245.0,136.0,109.0,0.0,-14.66,2.63,7.76
276,JAX,2018,MIA,2018-12-23 00:00:00,2018-12-23 13:00:00,Sun,1,0.0,5-10,AWAY,17.0,7.0,19.0,244.0,118.0,126.0,1.0,11.0,183.0,121.0,62.0,2.0,-2.6,15.96,0.98
277,JAX,2018,HOU,2018-12-30 00:00:00,2018-12-30 13:00:00,Sun,0,0.0,5-11,AWAY,3.0,20.0,6.0,119.0,89.0,30.0,2.0,23.0,342.0,208.0,134.0,1.0,-20.82,-2.75,2.02
278,JAX,2019,KAN,2019-09-08 00:00:00,2019-09-08 13:00:00,Sun,0,0.0,0-1,HOME,26.0,40.0,18.0,428.0,347.0,81.0,2.0,24.0,491.0,378.0,113.0,0.0,8.7,-26.49,-1.47
279,JAX,2019,HOU,2019-09-15 00:00:00,2019-09-15 13:00:00,Sun,0,0.0,0-2,AWAY,12.0,13.0,16.0,281.0,178.0,103.0,1.0,17.0,263.0,137.0,126.0,0.0,-7.19,2.3,1.18
280,JAX,2019,TEN,2019-09-19 00:00:00,2019-09-19 20:20:00,Thu,1,0.0,1-2,HOME,20.0,7.0,12.0,292.0,204.0,88.0,0.0,21.0,340.0,249.0,91.0,1.0,-1.2,6.44,5.28
281,JAX,2019,DEN,2019-09-29 00:00:00,2019-09-29 16:25:00,Sun,1,0.0,2-2,AWAY,26.0,24.0,25.0,455.0,186.0,269.0,0.0,19.0,371.0,303.0,68.0,1.0,7.97,-6.62,0.72
282,JAX,2019,CAR,2019-10-06 00:00:00,2019-10-06 13:00:00,Sun,0,0.0,2-3,AWAY,27.0,34.0,28.0,507.0,358.0,149.0,3.0,22.0,445.0,160.0,285.0,0.0,5.62,-16.1,6.41
283,JAX,2019,NOR,2019-10-13 00:00:00,2019-10-13 13:00:00,Sun,0,0.0,2-4,HOME,6.0,13.0,11.0,226.0,151.0,75.0,1.0,18.0,326.0,222.0,104.0,0.0,-11.07,-1.88,0.56
284,JAX,2019,CIN,2019-10-20 00:00:00,2019-10-20 13:00:00,Sun,1,0.0,3-4,AWAY,27.0,17.0,22.0,460.0,244.0,216.0,0.0,21.0,291.0,258.0,33.0,4.0,2.45,14.01,-7.13
285,JAX,2019,NYJ,2019-10-27 00:00:00,2019-10-27 13:00:00,Sun,1,0.0,4-4,HOME,29.0,15.0,21.0,389.0,278.0,111.0,1.0,15.0,213.0,167.0,46.0,3.0,4.35,12.91,-3.33
286,JAX,2019,HOU,2019-11-03 00:00:00,2019-11-03 09:30:00,Sun,0,0.0,4-5,HOME,3.0,26.0,21.0,356.0,282.0,74.0,4.0,21.0,410.0,194.0,216.0,1.0,-12.02,-8.05,0.32
287,JAX,2019,IND,2019-11-17 00:00:00,2019-11-17 13:00:00,Sun,0,0.0,4-6,AWAY,13.0,33.0,15.0,308.0,279.0,29.0,1.0,23.0,389.0,125.0,264.0,2.0,-4.19,-15.77,5.81
288,JAX,2019,TEN,2019-11-24 00:00:00,2019-11-24 16:05:00,Sun,0,0.0,4-7,AWAY,20.0,42.0,23.0,369.0,252.0,117.0,1.0,21.0,471.0,252.0,219.0,2.0,1.2,-20.75,-2.59
289,JAX,2019,TAM,2019-12-01 00:00:00,2019-12-01 13:00:00,Sun,0,0.0,4-8,HOME,11.0,28.0,14.0,242.0,193.0,49.0,4.0,19.0,315.0,241.0,74.0,1.0,-26.93,4.31,2.93
290,JAX,2019,LAC,2019-12-08 00:00:00,2019-12-08 16:05:00,Sun,0,0.0,4-9,HOME,10.0,45.0,15.0,252.0,164.0,88.0,0.0,27.0,525.0,330.0,195.0,0.0,-6.91,-37.99,8.63
291,JAX,2019,LVR,2019-12-15 00:00:00,2019-12-15 16:05:00,Sun,1,0.0,5-9,AWAY,20.0,16.0,17.0,262.0,185.0,77.0,0.0,27.0,364.0,236.0,128.0,0.0,6.63,-11.24,6.93
292,JAX,2019,ATL,2019-12-22 00:00:00,2019-12-22 13:00:00,Sun,0,0.0,5-10,AWAY,12.0,24.0,17.0,288.0,173.0,115.0,1.0,28.0,518.0,383.0,135.0,2.0,-4.26,-18.86,7.84
293,JAX,2019,IND,2019-12-29 00:00:00,2019-12-29 16:25:00,Sun,1,0.0,6-10,HOME,38.0,20.0,23.0,353.0,286.0,67.0,1.0,17.0,275.0,143.0,132.0,2.0,13.7,5.69,0.18
